"museum_type_count","museum_type","city_administrative_location","state_administrative_location"
"1","HISTORY MUSEUM","VERSAILLES","KY"
"1","HISTORIC PRESERVATION","FLORENCE","KY"
"1","HISTORIC PRESERVATION","HARDINSBURG","KY"
"1","GENERAL MUSEUM","MORGANFIELD","KY"
"1","HISTORIC PRESERVATION","ALEXANDRIA","KY"
"1","HISTORY MUSEUM","ALBANY","KY"
"3","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","LOUISVILLE","KY"
"4","HISTORIC PRESERVATION","DANVILLE","KY"
"1","HISTORIC PRESERVATION","MARION","KY"
"1","GENERAL MUSEUM","HODGENVILLE","KY"
"2","HISTORIC PRESERVATION","WILLIAMSBURG","KY"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","FORT CAMPBELL","KY"
"3","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","PRESTONSBURG","KY"
"1","HISTORY MUSEUM","FLEMINGSBURG","KY"
"1","HISTORIC PRESERVATION","PRESTONSBURG","KY"
"1","GENERAL MUSEUM","RICHMOND","KY"
"4","HISTORIC PRESERVATION","FRANKFORT","KY"
"1","GENERAL MUSEUM","FORT THOMAS","KY"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","VERSAILLES","KY"
"3","HISTORIC PRESERVATION","LANCASTER","KY"
"1","HISTORY MUSEUM","FORT KNOX","KY"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","CADIZ","KY"
"3","GENERAL MUSEUM","DANVILLE","KY"
"2","HISTORY MUSEUM","ELIZABETHTOWN","KY"
"1","HISTORIC PRESERVATION","HARRODSBURG","KY"
"1","HISTORIC PRESERVATION","CLINTON","KY"
"2","GENERAL MUSEUM","OWENSBORO","KY"
"2","HISTORIC PRESERVATION","LUDLOW","KY"
"1","ART MUSEUM","FRANKFORT","KY"
"3","HISTORIC PRESERVATION","BOWLING GREEN","KY"
"3","GENERAL MUSEUM","HARRODSBURG","KY"
"1","GENERAL MUSEUM","BENHAM","KY"
"1","GENERAL MUSEUM","RENFRO VLY","KY"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SLADE","KY"
"1","HISTORIC PRESERVATION","OWENSBORO","KY"
"2","HISTORIC PRESERVATION","BARDSTOWN","KY"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","SOMERSET","KY"
"1","HISTORIC PRESERVATION","LILY","KY"
"1","HISTORY MUSEUM","WHITESBURG","KY"
"1","GENERAL MUSEUM","NERINX","KY"
"1","HISTORIC PRESERVATION","MAMMOTH CAVE","KY"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","CAVE CITY","KY"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","PADUCAH","KY"
"1","NATURAL HISTORY MUSEUM","HIGHLAND HEIGHTS","KY"
"1","GENERAL MUSEUM","PARK CITY","KY"
"1","HISTORIC PRESERVATION","SOUTH SHORE","KY"
"1","GENERAL MUSEUM","GEORGETOWN","KY"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","NEWPORT","KY"
"1","GENERAL MUSEUM","HIGHLAND HEIGHTS","KY"
"1","ART MUSEUM","HIGHLAND HEIGHTS","KY"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","HIGHLAND HEIGHTS","KY"
"2","GENERAL MUSEUM","BARDSTOWN","KY"
"1","HISTORIC PRESERVATION","PAINTSVILLE","KY"
"1","GENERAL MUSEUM","FORT KNOX","KY"
"2","HISTORIC PRESERVATION","PERRYVILLE","KY"
"1","GENERAL MUSEUM","GLASGOW","KY"
"1","HISTORY MUSEUM","NICHOLASVILLE","KY"
"1","HISTORIC PRESERVATION","ADAIRVILLE","KY"
"1","HISTORIC PRESERVATION","TAYLORSVILLE","KY"
"1","HISTORIC PRESERVATION","STONE","KY"
"1","HISTORIC PRESERVATION","BLACKEY","KY"
"1","GENERAL MUSEUM","PARIS","KY"
"1","HISTORIC PRESERVATION","VAN LEAR","KY"
"1","NATURAL HISTORY MUSEUM","VANCEBURG","KY"
"1","HISTORIC PRESERVATION","DIXON","KY"
"1","HISTORY MUSEUM","WESTPORT","KY"
"1","HISTORIC PRESERVATION","SIMPSONVILLE","KY"
"1","GENERAL MUSEUM","WICKLIFFE","KY"
"1","GENERAL MUSEUM","MURRAY","KY"
"24","HISTORIC PRESERVATION","NEW ORLEANS","LA"
"1","GENERAL MUSEUM","ERATH","LA"
"21","GENERAL MUSEUM","NEW ORLEANS","LA"
"2","GENERAL MUSEUM","LACOMBE","LA"
"1","HISTORIC PRESERVATION","BERNICE","LA"
"1","HISTORIC PRESERVATION","SULPHUR","LA"
"1","HISTORIC PRESERVATION","TANGIPAHOA","LA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","KEITHVILLE","LA"
"1","GENERAL MUSEUM","COLLINSTON","LA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","LAFAYETTE","LA"
"2","HISTORIC PRESERVATION","CLINTON","LA"
"1","GENERAL MUSEUM","MANY","LA"
"1","GENERAL MUSEUM","FORT POLK","LA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","SHREVEPORT","LA"
"1","HISTORIC PRESERVATION","LAPLACE","LA"
"1","HISTORIC PRESERVATION","GRETNA","LA"
"5","HISTORY MUSEUM","LAFAYETTE","LA"
"2","GENERAL MUSEUM","LAKE CHARLES","LA"
"1","HISTORY MUSEUM","LAKE CHARLES","LA"
"1","GENERAL MUSEUM","JEANERETTE","LA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NEW IBERIA","LA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","VILLE PLATTE","LA"
"1","GENERAL MUSEUM","LAKE PROVIDENCE","LA"
"3","GENERAL MUSEUM","METAIRIE","LA"
"1","HISTORIC PRESERVATION","MELROSE","LA"
"1","HISTORIC PRESERVATION","MERRYVILLE","LA"
